created_at,text,sentiment
2025-07-06 04:20:56+00:00,Penguatan gizi seimbang sejak dini diharapkan hal ini dapat mencegah stunting serta membentuk generasi Indonesia yang unggul. MBG adalah investasi jangka panjang Bangsa Indonesia untuk menciptakan anak-anak yang sehat cerdas dan siap menghadapi masa depan.,1
2025-07-06 04:25:32+00:00,Duit gede sampe Rp 240 triliun digelontorin pemerintah buat MBG. Bukti nyata komitmen lahirin generasi hebat demi Indonesia maju. #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh,1
2025-07-06 04:26:03+00:00,Anggaran Rp 240 triliun buat MBG di 2026 buktiin pemerintah serius banget nyiapin generasi sehat cerdas dan tangguh. Masa depan Indonesia makin cerah! #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh,1
2025-07-06 02:38:50+00:00,Program MBG Untuk Membangun Generasi Sehat Dan Cerdas,1
2025-07-06 04:56:44+00:00,Program MBG makin akuntabel. KPK dan Ombudsman RI memperkuat pengawasan guna mencegah maladministrasi dan menjaga kualitas. Demi MBG untuk Rakyat bukan untuk kepentingan lain. #MBGAkuntabel,1
2025-07-06 05:13:50+00:00,Sudah kupikirin dari dulu MBG kayak sekolah korea gitu mereka kalau di sini paling yg sekolah swasta2 aja apalagi mereka bisa nyediain makanan enak. Lah kalau MBG diurus pemerintah pusat berasa dia yang punya yayasan sekolah. MBG ngga cocok dipegang pemerintah mending stop aja,0
2025-07-06 05:17:16+00:00,Login bangke MBG lo noh Gagal Makanan Beracun Gratis,0
2025-07-06 06:05:19+00:00,Sudah Terjadi Korupsi Di Mana-mana! Dari Level Atas Sampai Level Dapur MBG Program Memproduksi Tai Dengan Anggaran Ratusan Triliun Makan Bergizi Gratis (MBG) disinyalir bukan hanya berisiko gagal secara implementatif tetapi juga membuka ruang bagi korupsi sistemik ,0
2025-07-19 07:02:31+00:00,MBG bertujuan untuk pemerataan pemenuhan gizi anak  Ayo dukunng MBG #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh,1
2025-12-01 04:44:16+00:00,"MBG itu anggaran perporsi Rp 10 000 - Coba sebutkan harga makanan yang dimakan Bahlil seharga Rp 10 000 - ? MBG cuman buang-buang anggaran, gak ada gizi gizinya",0
2025-07-06 07:46:10+00:00,salahin negaranya yg ngecut budget pendidikan buat program MBG yg gagal,0
2025-07-06 08:54:31+00:00,"Alokasi Anggaran Signifikan Buktikan Keseriusan Pemerintah dalam Program MBG, ayo dukung terus mbg",1
2025-12-01 04:44:16+00:00,MBG solusi untuk mengurangi populasi,0
2025-07-06 09:39:52+00:00,@JanissaryD_Last MBG ini ada grup buzzerp sendiri. Selalu puja2 MBG apapun caranya. Tapi pas anak sekolah keracunan MBG mereka hilang. Ini ciri2 para akun penjilat,0
2025-07-06 09:53:31+00:00,Asupan gizi seimbang dari MBG membantu siswa lebih fokus selama proses pembelajaran. #mbgPapua #MBGDorongekonomi #papuaviral,1
2025-07-06 09:53:44+00:00,Nutrisi yang cukup dari MBG memastikan anak-anak tumbuh sesuai dengan tahapan usianya. #mbgPapua #MBGDorongekonomi #papuaviral,1
2025-07-06 10:00:04+00:00,Sering orang bilang Program MBG hanya sekedar janji kampanye padahal MBG bukan hanya Janji tapi sebuah hasil dari kegelisahan beliau tentang nasip anak bangsa yang mengalami penurunan Gizi yang berdampak Pada masa depan. Prabowo #KinerjaPrabowoSubiano,1
2025-07-06 10:31:33+00:00,Akun ternakan... Lanjutkan MBG,1
2025-12-01 04:44:16+00:00,mbg walaupun program gagal tapi banyak banget buzzernya,0
2025-07-06 12:37:05+00:00,ah.... #BodoAmat ...khn masih bisa joget-2 ...dpt MBG .... percuma udh byr pajak mahal-2 buat bayar yg mikir negara....,0
2025-12-01 04:44:16+00:00,Kaget tarif Trump bentaran doang... rakyat udah lupa. Lebih penting janji MBG dan retorika 'Indonesia negara besar'. Malah jalan ke Luar Negeri sok²an ngurus negara lain. Ni memang inner circle presiden yg ABS sepertinya,0
2025-12-01 04:44:16+00:00,MBG aja ga ada gizinya,0
2025-12-01 04:44:16+00:00,Masy awam saja bisa membaca masa depan program MBG. Ini bicara duit besar bkn hanya rawan di korupsi & jd bancakan byk pihak. Ada masalah lebih besar yakni gagal sementara anggarannya nilainya super bombastis. Program ini bisa menguntungkan segelintir org merugikan jutaan org!,0
2025-07-06 15:15:16+00:00,Karanya Efisiensi anggaran sehingga MBG dari Rp.15rb dipangkas jadi Rp.10rb lalu dipangkas lg jd Rp.8rb/bocil..ternyata Isteri menteri Plesiran KELILING EROPA PAKAI APBN..Dimana efisiensinya Pak @prabowo ?..,0
2025-12-01 04:44:16+00:00,baru satu yang terungkap kepala bgn riau korupsi Rp 1500 perporsi mbg dan peras yayasan hingga 70 juta - emang problematik ini program,0
2025-07-06 16:04:29+00:00,banyak yg lebih layak dari pada program MBG,0
2025-07-19 07:02:31+00:00,meanwhile yang katanya makan bergizi gratis (mbg) malah seperti sampah,0
2025-12-01 04:44:16+00:00,MBG tuh harusnya bergizi bukan malah beracun lho pak pres @prabowo,0
2025-07-06 23:18:59+00:00,Walaupun karbonya 3 tapi masa looks better daripada MBG buat anak bangsa yang besar inih.....,0
2025-07-06 23:28:16+00:00,Harusnya MBG juga kaya gini,0
2025-07-06 23:44:20+00:00,MBG memberikan manfaat yang nyata dirasakan masyarakat pedalaman atau kurang mampu #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua,1
2025-07-06 23:44:48+00:00, dukung program MBG di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua,1
2025-07-06 23:54:13+00:00,Program MBG turut dirasakan oleh siswa yang berada di daerah Papua Pegunungan #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua,1
2025-07-06 23:55:36+00:00,MBG memberikan manfaat yang nyata dirasakan masyarakat pedalaman kurang mampu #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua,1
2025-07-06 23:57:29+00:00,Hari pertama MPLS selalu deg2an saat upacara pertama kelas 7. Fokus ngecek anak2 baru apakah msh ada posturnya stunting. Sedih bgt melihat hari ini masih nanyak anak yg tumbuh kembangnya tidak sempurna. Di era digital loh ini baru paham kan knpa ada MBG?,1
2025-12-01 04:44:16+00:00,saya mendukung program MBG yang digagas oleh Presiden Prabowo #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua,1
2025-07-16 00:22:42+00:00,Makan Bergizi Gratis (MBG) adalah momentum utk: 1. Pengentasan kemiskinan dgn membuka pekerjaan 2. Penyiapan SDM di usia pertumbuhan 3. Kemandirian pangan 4. Hilirisasi/industrialisasi desa &amp; 5. Membuka jalur distribusi pangan baru,1
2025-07-16 04:05:02+00:00,Program Makan Bergizi Gratis memiliki dampak positif dalam meningkatkan gizi anak-anak Indonesia demi menciptakan generasi yang sehat dan cerdas #PenuhiGiziIndonesia,1
2025-07-16 04:05:14+00:00,Dengan adanya program Makan Bergizi Gratis anak-anak kini memiliki kesempatan untuk tumbuh lebih baik #PenuhiGiziIndonesia,1
2025-07-16 13:05:10+00:00,MBG: Makan Bergizi Gratis Makan Belatung Gratis Nol akuntabilitas nol progress nol gizi tata kelola bobrok buang-buang anggaran Hasil kebijakan karya negara besar Besar bohongnya besar korupnya besar gagalnya,0
2025-07-17 00:08:23+00:00,@ARSIPAJA MBG = Makan Bergizi Gratis MBG = Makan Belatung Gratis,0
2025-07-17 00:38:39+00:00,30 ribu Sarjana Penggerak Pembangunan Indonesia (SPPI) siap turun ke lapangan untuk memastikan program Makan Bergizi Gratis berjalan optimal di berbagai daerah. Ini langkah nyata menuju Indonesia Emas 2045! #MakanBergiziGratis #ManfaatMBG #SPPI #IndonesiaEmas2045,1
2025-07-17 01:53:22+00:00,Jargon pemerintah omon-omon: 1. Sekolah Rakyat 2. Sekolah Gratis 3. Makan Bergizi Gratis Gedabrus..!!!!,0
2025-07-17 02:11:45+00:00,Program Makan Bergizi Gratis (MBG) tidak hanya mendukung kesehatan anak tetapi juga mendorong perputaran ekonomi lokal #PenuhiGiziIndonesia,1
2025-07-19 07:02:31+00:00,"Melalui program Makan Bergizi Gratis pemerintah berupaya untuk memenuhi gizi pada anak-anak seluruh Indonesia, Mari kita dukung sama-sama #PenuhiGiziIndonesia",1
2025-07-19 07:02:31+00:00,"Program Makan Bergizi Gratis terbukti beri segudang manfaat untuk kesehatan dan perekonomian masyarakat, dukung terus #PenuhiGiziIndonesia",1
2025-07-17 02:12:48+00:00,Mari dukung makan bergizi gratis untuk meningkatkan kualitas hidup anak-anak di Indonesia #PenuhiGiziIndonesia,1
2025-07-19 07:02:31+00:00,Dedikasi tinggi dari 30 ribu Sarjana Penggerak Pembangunan Indonesia untuk program Makan Bergizi Gratis. Mereka adalah agen perubahan. Kita Dukung Terus MBG! #MakanBergiziGratis #ManfaatMBG #SPPI #SarjanaPenggerakPembangunanIndonesia #IndonesiaEmas2045,1
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis (MBG) perluas akses gizi hingga daerah terpencil. Terimakasih Pak @prabowo #MBG #MakanBergiziGratis #AksesGiziMerata #GiziUntukSemua #MBGUntukIndonesia,1
2025-07-19 07:02:31+00:00,terima kasih pak @prabowo atas Makan Bergizi Gratis! Alhamdulillah keren! Saya mendukung penuh!,1
2025-07-17 14:35:32+00:00,Program Makan Bergizi Gratis di Papua yang diinisiasi Presiden Prabowo menghadirkan manfaat ganda mulai dari gizi terpenuhi ekonomi rakyat bergerak. #MakanBergiziGratis #VisiPresidenPrabowo #PapuaDamai #PapuaIndonesia #PapuaMerdeka #OrganisasiPapuaMerdeka #InfoPapua,1
2025-07-19 07:02:31+00:00,Makan bergizi gratis program keren!,1
2025-07-17 22:00:34+00:00,terima kasih pak polisi atas support ke Program Makan Bergizi Gratis! Mantap! Dukung terus MBG!,1
2025-07-17 22:26:32+00:00,keren bgt polisi kita! Makan bergizi gratis didukung penuh! Salut! Kita sukseskan MBG bersama!,1
2025-07-17 23:08:49+00:00,program makan bergizi gratis di-backup polisi! Mantap nih pak polisi! Alhamdulillah! Mari kita sukseskan Bersama!,1
2025-07-19 07:02:31+00:00,wah polisinya hebat banget! Dukung penuh buat Makan Bergizi Gratis. Alhamdulillah terima kasih pak polisi! Terima kasih pak @prabowo atas program keren,1
2025-07-18 00:22:19+00:00,polisi kita emang top! Dukung makan bergizi gratis! Alhamdulillah! Makasih pak polisi! Dukung terus mbg!,1
2025-07-18 02:22:37+00:00,program makan bergizi gratis makin sukses ada support dari polisi kita. Makasih banyak! Polisi dan pak prabowo,1
2025-07-18 03:00:54+00:00,polisi top abis! Makan bergizi gratis jd prioritas. Makasih Pak! Memang program sebagus ini harus banyak dikawal! MANTAP,1
2025-07-18 03:02:53+00:00,"Makan Bergizi Gratis sangat penting untuk #PenuhiGiziIndonesia , mari sukseskan bersama",1
2025-07-19 07:02:31+00:00,"Program makan bergizi gratis bertujuan untuk meningkatkan gizi anak-anak Indonesia, dukung terus #PenuhiGiziIndonesia",1
2025-07-18 03:03:11+00:00,Makan bergizi gratis untuk meningkatkan kualitas hidup generasi bangsa #PenuhiGiziIndonesia,1
2025-07-18 04:51:11+00:00,keren bgt Pak Polisi support Program Makan Bergizi Gratis! Terima kasih! Salut!,1
2025-07-18 05:28:06+00:00,polisi kita mantap abis! Dukung total makan bergizi gratis. Lanjutkan dan kawal terus program keren MBG,1
2025-07-18 05:45:04+00:00,MBG = Makan Bergizi Gratis ¸ MBG = Makan Belatung Gratis ,0
2025-07-19 07:02:31+00:00,Pemerintah Pacu Pembangunan 2.200 Dapur MBG di Daerah 3T Tahun 2025 Pemerintah terus memperkuat komitmen dalam menjalankan program prioritas nasional Makan Bergizi Gratis (MBG). Salah satu bukti bahwa program ini merupakan komitmen nyata dan harus didukung sepenuhnya,1
2025-07-18 09:29:50+00:00,Tak ada anak yang belajar dalam keadaan lapar. Aceh bergerak lewat makan bergizi gratis untuk semua #MakanGratisAceh #AcehCerdas #DukungGenerasiMuda #MakanGratisAceh #AcehCerdas #DukungGenerasiMuda,1
2025-07-18 09:29:57+00:00,Pemerintah hadir untuk rakyat! Makan bergizi gratis jadi wujud nyata kepedulian untuk anak-anak Aceh #MakanGratisAceh #AcehCerdas #DukungGenerasiMuda #MakanGratisAceh #AcehCerdas #DukungGenerasiMuda,1
2025-07-18 13:20:28+00:00,Seluruh elemen masyarakat di Papua mendukung Program Makan Bergizi Gratis karena terbukti bermanfaat dalam meningkatkan gizi dan kesehatan anak-anak. #MakanBergiziGratis #VisiPresidenPrabowo #PapuaDamai #PapuaIndonesia #PapuaMerdeka #OrganisasiPapuaMerdeka #InfoPapua,1
2025-07-18 13:21:15+00:00,Program Makan Bergizi Gratis menjadi solusi atas keterbatasan ekonomi keluarga sekaligus menunjukkan perhatian nyata pemerintah terhadap kesejahteraan generasi muda Papua. #MakanBergiziGratis #VisiPresidenPrabowo #PapuaDamai #PapuaIndonesia #PapuaMerdeka #OrganisasiPapuaMerdeka,1
2025-07-18 23:29:43+00:00,Program Makan Bergizi Gratis merupakan bentuk kepedulian pemerintah terhadap kesehatan dan juga kualitas hidup sehat anak-anak Indonesia #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua,1
2025-07-18 23:36:42+00:00,Program Makan Bergizi Gratis yang diinisiasi oleh Pemerintah kini mendapat dukungan penuh dari tokoh masyarakat tokoh agama dan kepala suku di Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua,1
2025-07-19 00:14:28+00:00,Anak sehat bangsa kuat! Program Makan Bergizi Gratis (MBG) hadir untuk membentuk generasi emas yang cerdas dan siap menghadapi masa depan. #MakanBergiziGratis #GenerasiEmas #MBG #IndonesiaTerang,1
2025-07-19 05:41:45+00:00,Sejak kapan Badan Bergizi Nasional menetapkan Belatung sebagai menu Makan Bergizi Gratis ? Menjijikkan,0
2025-07-19 08:24:11+00:00,Dukung Makan Bergizi Gratis,1
2025-07-19 12:23:57+00:00,Mari Kita Dukung Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-19 07:02:31+00:00,"Makan Bergizi Gratis dimulai sejak awal 2025 namun manfaatnya sudah banyak dirasakan, mari kita dukung bersama. #Dikbud #AdadiKompas",1
2025-07-19 07:02:31+00:00,"Dukung Program Makan Bergizi Gratis, Investasi Untuk Generasi Emas #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis",1
2025-07-19 12:32:15+00:00,Program Makan Bergizi Gratis Membantu Anak-anak Indonesia Tumbuh Sehat dan Cerdas #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-19 13:32:48+00:00,Daripada buat makan bergizi mending duitnya buat sekolah rakyat agar lebih banyak bisa tertampung.  Kementerian Pekerjaan Umum (PU) akan membangun sekitar 2.500 dapur untuk program Makan Bergizi Gratis (MBG) atau Satuan Pelayanan Pemenuhan Gizi (SPPG).,0
2025-07-19 07:02:31+00:00,"Program Makan Bergizi Gratis (MBG) terbukti berdampak: Stunting turun dari 21 5 persen ke 14 8 persen 6 1 juta penerima manfaat 1.198 SPPG aktif di berbagai wilayah Libatkan 80 ribu pekerja & 5.200 UMKM, saya mendukung program ini pak @prabowo",1
2025-07-19 15:24:39+00:00,Makan Bergizi Gratis mensejahterakan Kita semua. #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-19 07:02:31+00:00,Makan bergizi gratis tapi lupa pangan lokal kalau mau gizi terpenuhi jangan lupa berikan senyum pada petani lokal juga dengan tidak melupakan pangan lokal yang di produksi dong... lingkungan rusak panen gagal petani ditinggal? Masa iya itu masa depan kita? program aneh emang,0
2025-07-21 13:20:09+00:00,MBG di sekolah adekku makanan nya udah bauk ayamnya. katanya makan bergizi tapi ayamnya kayak basi,0
2025-07-19 07:02:31+00:00,Program makan bergizi gratis tak hanya menggema di dalam negeri tapi juga menjadi sorotan dunia. Langkah ini dinilai sebagai gebrakan besar bukti nyata bahwa Indonesia serius membangun sumber daya manusia unggul sejak usia dini. Di mata dunia ini bukan sekadar program bantuan. Bangga sama MBG,1
2025-07-22 15:57:07+00:00,MBG = Makan Bergizi Gratis MBG = Makan Beracun Gratis Proyek Begini Kok Katanya Di Puji Di Luar Negri Diduga Keracunan Makan Bergizi Gratis 101 Siswa SMP Negeri 8 Kupang Dilarikan ke RS Sejumlah siswa SMP Negeri 8 Kota Kupang terlihat meringis menahan rasa sakit,0
2025-07-23 01:16:12+00:00,Dukung Bersama Program Makan Bergizi Gratis #ManfaatMakanBergiziGratis #MakanBergiziGratis,1
2025-07-23 01:48:10+00:00,Dukung Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-23 02:32:50+00:00,Bersama Program Makan Bergizi Gratis masa depan Indonesia semakin cerah dan bergenerasi yang berintegritas. Dukung terus program ini! #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-23 02:51:26+00:00,Program Makan Bergizi Gratis bukan hanya soal makan ini soal masa depan! Generasi sehat pintar dan berintegritas akan lahir dari program ini. Yuk kita dukung! #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-23 03:22:15+00:00,Setiap anak berhak dapat makanan berkualitas melalui Program Makan Bergizi Gratis upaya tingkatkan kesehatan dan prestasi anak Indonesia #MakanBergiziGratis,1
2025-07-23 03:22:44+00:00,Makan Bergizi Gratis tak hanya beri nutrisi tapi juga memberdayakan ekonomi lokal demi rakyat sejahtera dan masa depan cerah #MakanBergiziGratis,1
2025-07-23 03:23:04+00:00,Dukung program Makan Bergizi Gratis untuk anak Indonesia langkah nyata tingkatkan kualitas kesehatan dan pendidikan generasi penerus bangsa #MakanBergiziGratis,1
2025-07-19 07:02:31+00:00,dukung terus makan bergizi gratis demi jutaan anak di Indonesia,1
2025-07-19 07:02:31+00:00,"Puluhan Siswa SMPN 8 Kupang Alami Keracunan Usai Program Makan Bergizi Gratis, lebih baik dihentikan saja pak programnya #keracunan #siswa #smpn8kupang #makan #mbg #makanbergizigratis #program #prabowo #prabowosubianto #ntt #viralvÃ­deos #tamiya #sarapan #HeadOverHeelsEp10",0
2025-07-19 07:02:31+00:00,apresiasi untuk pemerintah yang mengadakan mbg (makan bergizi gratis),1
2025-07-23 05:10:12+00:00,apakah harus ada korban meninggal dulu ya baru nih MBG bisa berhenti? Sudah muak sama mbg,0
2025-07-19 07:02:31+00:00,"Program MBG (makan bergizi gratis) di wilayah Papua mendukung pemerataan gizi dan kualitas sdm, keren pak prabowo #MakanBergiziGratis #PapuaDamai #PapuaIndonesia #OtsusPapua",1
2025-07-23 08:04:00+00:00,Program Makan Bergizi Gratis membuat masa depan Indonesia semakin cerah. #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-07-19 07:02:31+00:00,"Program Makan Bergizi Gratis manfaatnya sudah saya rasakan sendiri, semoga seluruh masyarakat bisa merasakan juga",1
2025-07-23 10:17:27+00:00,Judulnya MBG Makan Bergizi Gratis Tapi nasinya keras gak ada rasa. Menunya cuma tempe dan acar timun. Anak-anak siswa ternyata banyak yang gak mau memakannya Sc: @negeri_koplaknesia - Buang-buang anggaran gak sih ini? Triliunan cuma buat dapet review jelek melulu,0
2025-12-01 04:44:16+00:00,dukung terus mbg dan pak prabowo!,1
2025-07-19 07:02:31+00:00,Sebanyak 140 siswa SMP Negeri 8 Kupang Nusa Tenggara Timur (NTT) diduga mengalami keracunan setelah mengonsumsi makanan dari program Makan Bergizi Gratis (MBG). Ini kasus berulang ulang tapi kok dibiarin aja terus ? Menurut kalian Nitizen gimana nih ? kalo menurut aku menidng diberhentikan aja ,0
2025-07-19 07:02:31+00:00,Sekolah Menengah Pertama Negeri (SMPN) 8 Kota Kupang Provinsi Nusa Tenggara Timur (NTT) diliburkan untuk sementara waktu. Walhasil program makan bergizi gratis (MBG) juga dihentikan sementara. Hal ini merespons kasus keracunan 140 siswa. Daripada keracunan muku mending di sudahi saja,0
2025-07-19 07:02:31+00:00,salut untuk program Makan Bergizi Gratis,1
2025-07-23 16:04:13+00:00,Seandainya saja tidak pernah ada program MBG yang katanya Makan Bergizi Gratis Program pemerintah yang paling banyak menghabiskan anggaran negara program yang pengelolaannya amburadul eksekusi yang menyedihkan dan tentu saja potensi korupsi yang sangat besar,0
2025-07-23 23:53:18+00:00,Program andalan nya makan bergizi gratis.byk kasus dan memakan korban nyawa.dikritik di demo indonesia gelap.dia menuduh rakyat di bayar koruptor.nah isi dipemerintahan dia rerata koruptor kelas kakap.prabowo itu konsisten dgn pidato nya bukan dgn otaknya.,0
2025-07-24 00:49:39+00:00,Dukung Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis,1
2025-07-19 07:02:31+00:00,Bagaimana mencapai Indonesia maju? Makan Bergizi Gratis dong & kata orang dari generasi dulu yang mindset Indonesianya ketinggalan 10 tahun,0
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis Tingkatkan Ekonomi Masyarakat Lokal. Kerenn #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-07-19 07:02:31+00:00,Mari Ciptakan Generasi Emas dengan mendukung Program Makan Bergizi Gratis #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-07-24 01:58:04+00:00,Program Makan Bergizi Gratis bukan cuma soal makan sehat tapi juga soal ekonomi rakyat. Petani peternak dan UMKM lokal ikut sejahtera! #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-07-19 07:02:31+00:00,"215 Siswa Keracunan Makan Bergizi Gratis di NTT Bibir Gatal Mata Merah dan Diare, lagi dan lagi program tolol bikin ulah",0
2025-07-24 02:10:34+00:00,Ini Makan Bergizi Gratis Atau malah jadi Makan Beracum Gratis... Ooooh Tolon @prabowo,0
2025-07-19 07:02:31+00:00,"Makan Bergizi Gratis Langkah Nyata Pemerintah Untuk Kesejahteraan Rakyat, Dukung Terus! #MakanBergiziGratis #EkonomiLokal #GenerasiSehat",1
2025-07-24 02:52:03+00:00,Program Makan Bergizi Gratis tuh bukan cuma soal makan sehat. Tapi juga bikin petani peternak dan UMKM lokal makin hidup! #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-07-24 02:59:09+00:00,Program Makan Bergizi Gratis Tingkatkan Ekonomi Masyarakat Lokal,1
2025-07-19 07:02:31+00:00,"Lembaga Masyarakat Adat Papua Barat Daya Dukung Makan Bergizi Gratis, papua kerennn, mbg kerenn",1
2025-07-19 07:02:31+00:00,"Ratusan Siswa di NTT Keracunan Usai Konsumsi Makan Bergizi Gratis, MBG G nya Goblok",0
2025-07-24 03:16:48+00:00,Makan bergizi gratis bantu petani UMKM dan masa depan anak #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-07-19 07:02:31+00:00,SAYA DUKUNG DUKUNG PENUH PROGRAM PEMERINTAH MAKAN BERGIZI GRATIS,1
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis bukti nyata pemerintah untuk kesejahteraan rakyat. Dukung ekonomi lokal dengan melibatkan petani dan nelayan. Terima kasih pal prabowo #MakanBergiziGratis,1
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis (MBG) yang diharapkan memperbaiki kualitas gizi pelajar justru berujung malapetaka. Udah terlalu banyak kasus keracunan,0
2025-07-24 04:30:36+00:00,Program Makan Bergizi Gratis tidak hanya menyehatkan generasi muda tetapi juga menggerakkan roda ekonomi lokal #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-12-01 04:44:16+00:00,AKU CINTA MBG SELAMANYA,1
